# nombre_artista;nombre_album;nombre_cancion;popularidad;duracion_ms;track_id
christian kuria;Toroka;Toroka;67;202075;6RMltEudPPFoJuUoshxRBB
christian kuria;Borderline;Too Good;67;277500;3GP7l2bmXT6T2FNAzERwBr
christian kuria;So;So;64;160500;4nOinsAo9Obk6KKdqRr3c2
christian kuria;Borderline;Losing You;59;248069;186AzR054q9nSWYSI3qr8D
shaed;Trampoline (with ZAYN);Trampoline (with ZAYN);69;184280;1iQDltZqI7BXnHrFy4Qo1k
shaed;Melt (Deluxe);Trampoline (with ZAYN);67;184280;2ez6qvOTHKeI3ss80NGqnI
shaed;Trampoline (Jauz Remix);Trampoline - Jauz Remix;64;236170;68Rnp6Cev6ESnEwlpQI2Ll
shaed;Melt (Deluxe);Trampoline - Jauz Remix;57;236170;5DMrREzztuMUkLMDjMpJNY
vaundy;CHAINSAW BLOOD;CHAINSAW BLOOD;74;200997;3lUOzabhWYyRImRszpJGOU
vaundy;strobo;怪獣の花唄;71;224806;10zz9RZt9DnqcxNWksRNrx
vaundy;mabataki;mabataki;69;243925;1mzn53qwArYj52lIGpXXlD
vaundy;裸の勇者;裸の勇者;68;201973;3k64vNcgYPkETG7TNgpW4o
vaundy;strobo;不可幸力;67;200243;57MvUwzIzRJ0r21rnNU1s1
vaundy;strobo;東京フラッシュ;66;258858;3vXdK7DCzJyp1MIh10TJFS
vaundy;strobo;life hack;62;226443;0NlM3asfhPzhDwm5frXquS
vaundy;踊り子;踊り子;57;230109;4UeWKazLR1ZwwSVnLw9Ir9
vaundy;恋風邪にのせて;恋風邪にのせて;44;255914;6z5zopmol2EeKDjeRH2QfM
arjun kanungo;Aaya Na Tu;Aaya Na Tu;70;210000;3T0oPETOdddxJ2xTt2qJe4
arjun kanungo;Ilzaam (From the Album 'Industry');Ilzaam (From the Album 'Industry');67;247374;1ZMq0qzXfGnFo7BN03yddJ
arjun kanungo;Zara Zara - MTV Unwind;Zara Zara - MTV Unwind;64;208320;6anGj4SX83j5DyG3aZOzqc
arjun kanungo;Baaki Baatein Peene Baad (Shots) (feat. Badshah);Baaki Baatein Peene Baad (Shots) (feat. Badshah);61;220312;2RBkVQwpkDeYytMTQwjyTk
arjun kanungo;La La La (Reprise);La La La (Reprise);59;146666;02Z90kqEwTvBQEOmP6jxyk
foo fighters;The Colour And The Shape;Everlong;84;250546;5UWwZ5lm5PKu6eKsHAGxOk
foo fighters;Echoes, Silence, Patience & Grace;The Pretender;79;269373;7x8dCjCr0x6x2lXKujYD34
foo fighters;There Is Nothing Left To Lose;Learn to Fly;77;235293;5OQsiBsky2k2kDKy2bX2eT
foo fighters;In Your Honor;Best of You;76;255626;5FZxsHWIvUsmSK1IAvm2pp
foo fighters;The Colour And The Shape;My Hero;76;260026;4dVbhS6OiYvFikshyaQaCN
foo fighters;One By One (Expanded Edition);All My Life;74;263440;6tsojOQ5wHaIjKqIryLZK6
foo fighters;One By One (Expanded Edition);Times Like These;71;265560;67vYdAAM3oGsEImCRfbtsF
foo fighters;Wasting Light;Walk;70;255960;76Je5Wklky23mVoxiRszcN
foo fighters;The Colour And The Shape;Monkey Wrench;70;231480;44wXefe8WB9Fd6xwtmAwbR
foo fighters;Concrete and Gold;The Sky Is A Neighborhood;65;244573;3kdMzXOcrDIdSWLdONHNK5
foo fighters;Greatest Hits;Wheels;64;278213;3KsatAMRt1a7iryhWt5I8U
foo fighters;Wasting Light;These Days;64;298266;2kN05N1AQQplsgFweFAqYb
foo fighters;Foo Fighters;Big Me;64;132840;6pb5BBnIM5IM7R1cqag6rE
foo fighters;00020225;Times Like These - Acoustic Version;62;238586;1pXgBjIvALm97lDhroan2E
foo fighters;Concrete and Gold;Run;61;323373;1wLQwg0mloy3yXjL0jPE0N
foo fighters;Wasting Light;Rope;61;259026;7v0mtl6oInUtHOmTk2b0gC
foo fighters;Echoes, Silence, Patience & Grace;Long Road To Ruin;60;224880;0bORa4VpL8NzyMXEI6UFGK
foo fighters;Echoes, Silence, Patience & Grace;Let It Die;58;244960;2XvrMHbSO077Ajg7QTTNdY
foo fighters;Medicine At Midnight;Making A Fire;56;255106;2u8NmvhYX6wiviyxJTOhEi
foo fighters;There Is Nothing Left To Lose;Aurora;56;349680;7dIh8FF0EzYKS8STv3v4F4
foo fighters;Medicine At Midnight;Chasing Birds;52;252293;2jKnUcyrCADkeSy6gcN1qa
foo fighters;There Is Nothing Left To Lose;Ain't It The Life;51;254773;2ifYUfvMNbXQDPJEyk68rP
foo fighters;00050525 Live in Roswell;This Is A Call - Live at Walker Air Force Base, Roswell, NM - June 2005;25;269200;3axNapUfpLoNy74EgIC26f
falling in reverse;Popular Monster;Popular Monster;75;220537;4GssB27iJeqmfGxS94Tfij
falling in reverse;Voices In My Head;Voices In My Head;73;191414;5XUuldRjPXcP5QxyEN4IXT
falling in reverse;The Drug In Me Is You;The Drug In Me Is You;72;218786;1mB7dCUM7sPyNab6R43nlj
falling in reverse;ZOMBIFIED;ZOMBIFIED;71;218520;2ib8fuTavdc48X6MjhE4Ft
falling in reverse;The Drug In Me Is You;I'm Not A Vampire;69;231840;7l0Lr7Tl4Gt8hQj4v3rwtf
falling in reverse;Just Like You (Deluxe Edition);Sexy Drug;66;194671;4TncWhCfACwaIU8hllz8SQ
falling in reverse;The Drug In Me Is You;Good Girls Bad Guys;65;195373;78ML3F5Lz3KiNkpnFAaR3q
falling in reverse;Drugs;Drugs;62;231920;5BkCDt5w0WOGgBgDC7T39i
falling in reverse;Fashionably Late (Deluxe Edition);Bad Girls Club;61;221730;5NSdMmd2LnvgDcpLiKeKeD
falling in reverse;Carry On;Carry On;60;294765;3GSMJpuz3rFU8WtCws1rv5
falling in reverse;Losing My Life;Losing My Life;57;299015;6SeFPYWv9lIlSWanyEDYf5
falling in reverse;Fashionably Late (Deluxe Edition);It's Over When It's Over;57;233967;3Wn52FjoUJClQOXwKePPp3
falling in reverse;I'm Not A Vampire (Revamped);I'm Not A Vampire - Revamped;56;376816;5aoBuRB9lHxCh1J25wTPhQ
falling in reverse;Losing My Mind;Losing My Mind;54;257107;1qPlNM2FaEWCMSxpVR5XeH
alan walker;Different World;Faded;80;212106;698ItKASDavgwZ3WjaWjtz
alan walker;Different World;Darkside;75;211680;6SRWhUJcD2YKahCwHavz3X
alan walker;Sweet Dreams;Sweet Dreams;75;138819;4uDhts78RdwIDjEqPrYVKp
alan walker;On My Way;On My Way;74;193797;4n7jnSxVLd8QioibtTDBDq
alan walker;Different World;Lily;74;195840;0lks2Kt9veMOFEAPN0fsqN
alan walker;Different World;Alone;74;160426;3LlmKSHR3Rs0Y3KHQLAYDk
alan walker;World Of Walker;Man On The Moon;73;178625;0zqBZqm5czQ3A4EoSdKFHj
alan walker;Extremes;Extremes;73;149508;5nkkVqGi9YgFOwdbn4BYFM
alan walker;The Spectre;The Spectre;72;193787;2DGa7iaidT5s0qnINlwMjJ
alan walker;Faded;Faded;72;212626;7gHs73wELdeycvS48JfIos
alan walker;Ignite;Ignite;71;210288;1jLsirPDkUS2g4gnkYua58
alan walker;The Drum;The Drum;71;189287;1zOOl8f7qkjj0AmvlCfLyQ
alan walker;Walkerverse, Pt. I;Somebody Like U;68;191098;2uDyv5rw4333xY5obTeByt
alan walker;Walker Racing League;Running Out Of Roses;67;136563;1KR9TkyhxqqpOk45WAm7bM
alan walker;World Of Walker;On My Way;66;193959;3BomnHfqKZCdPJC9bkGBjE
alan walker;Different World;Sing Me to Sleep;66;187800;1tfVpMI8G6EakZU4rEja4w
alan walker;Don't You Hold Me Down;Don't You Hold Me Down;66;132597;0d1ujEcFwTqA4kWliTSJim
alan walker;Different World;Lost Control;65;222320;0lG6QM1jjbbX5UUn3DPmrZ
alan walker;Hello World;Hello World;65;171585;1zS7wXUlPhxdOgGZ7RorQ2
alan walker;Different World;All Falls Down (feat. Juliander);65;198880;1HvCFAUIWQsWV9zud3UhDl
alan walker;Tired;Tired;64;192111;3b5Li4QKDVBx1x7fQuu54a
alan walker;All Falls Down (feat. Juliander);All Falls Down (feat. Juliander);64;199111;5yFSF6qQA1rcLsQRnBsZgb
alan walker;World Of Walker;Paradise;63;183344;2sVcG5mresyV79qpYr3M1C
alan walker;Different World;Diamond Heart;63;240333;0nrWZWkJM62ftQJSI8fDc0
alan walker;Different World;Different World (feat. CORSAK);63;202906;4heFQCyiW0RUEX1Q1lb008
alan walker;Alone;Alone;63;161200;0JiVRyTJcJnmlwCZ854K4p
alan walker;Fake A Smile;Fake A Smile;62;168118;6rAGFY9D3ah6Lb7fUgbNNH
alan walker;Darkside;Darkside;62;211866;1snWlbcbgQpJfknoI30DWG
alan walker;Believers;Believers;61;159077;4bMLBGnjAGVFpjAfIkD0UY
alan walker;Different World;I Don't Wanna Go;60;161666;7kVDkZkZc8qBUBsF6klUoY
alan walker;Sing Me to Sleep;Sing Me to Sleep;60;189333;2Fjz5ZC5BvFdCqcnTZ3ilH
alan walker;On My Way (Da Tweekaz Remix);On My Way - Da Tweekaz Remix;60;204198;4Sp0jLZN8MgPnoGDufJS7N
alan walker;Origins;Fade;60;264048;0ICvpUuQrVd65WeZjVX44u
alan walker;Heading Home;Heading Home;59;184889;22O2Zdfj3jnJZDSzlDMAJp
alan walker;Routine;Routine;57;166973;19TSNGmvdTtlxYn4YqYUMf
alan walker;Time (Alan Walker Remix);Time - Alan Walker Remix;57;150895;5H9S7RaxxSAgY77Mb0CSPz
alan walker;World Of Walker;Fake A Smile;56;165335;1Ph65gYzHdiNDs9yWh4ePY
alan walker;Different World;Do It All for You;56;174560;1xUZ6CgfpXspcQuEIOhf2v
alan walker;Walkerverse, Pt. I;Blue;55;157566;3WMnYYRj4VmziUS9Fzey8p
alan walker;Different World;Lonely (feat. ISÁK & Omar Noir);54;216053;6HMT7AzGA5wmn5m2t1BuZR
alan walker;Avem (The Aviation Theme);Avem (The Aviation Theme);54;199314;0NBD4g9Zwy1rMAMWBYS6Ju
alan walker;Live Fast (PUBGM);Live Fast - PUBGM;51;225096;23gk3dYysgp4FmWyZ2tOZF
alan walker;Faded (Lost Stories Remix);Faded - Lost Stories Remix;41;211165;6hF9F76wq0rpXxZxvmEA2e
anuv jain;Baarishein;Baarishein;76;207309;5iCY0TXNImK4hyKfcplQsg
anuv jain;Gul;Gul;71;217241;0NLkVxf0PyxsXBG3EuZcJf
anuv jain;Alag Aasmaan;Alag Aasmaan;70;212773;74kCarkFBzXYXNkkYJIsG0
anuv jain;Mazaak;Mazaak;68;212054;6BvRzfqi3sMAoQYnRpMVL0
anuv jain;Mishri;Mishri;64;200437;1xtkLqZcGPQZP9549WlmfH
anuv jain;Meri Baaton Mein Tu;Meri Baaton Mein Tu;62;213986;5nTbPFqLKmQdIg1SD8KgG4
anuv jain;Riha;Riha;61;287323;6Ln89sczgIcAJXGAIdS94R
anuv jain;Alag Aasmaan (Acoustic);Alag Aasmaan (Acoustic);58;211578;1gxmaTGnxEgZuV8485tevN
anuv jain;Maula;Maula;57;237882;5qyEyqpT0TBVun8W07MEmR
anuv jain;Ocean;Ocean;54;252630;4BL4aEbddW0OGv6fFYYFUt
nicky jam;Sin Novia;Sin Novia;75;188411;4IsO1J5LSrVwkQOIEdZ417
nicky jam;Intimo;X;74;172854;5YUyW9opqNsMSEzzecZih1
nicky jam;Fénix;El Perdón (with Enrique Iglesias);74;205906;7qCAVkHWZkF44OzOUKf8Cr
nicky jam;Fénix;Hasta el Amanecer;71;198706;5Fim1gaXBgsiFfsQAfQSDS
nicky jam;Fénix;El Amante;69;219506;3umS4y3uQDkqekNjVpiRUs
nicky jam;X (feat. Maluma & Ozuna) [Remix];X (feat. Maluma & Ozuna) - Remix;68;235746;6JjPBQfI2Y8nIjnm65X6Pw
nicky jam;Muévelo;Muévelo;68;194892;4VgYtXCVJ7IbWAZ5ryfvEQ
nicky jam;Fénix;El Perdón - Forgiveness;51;206666;7hOfyNuj2dLc0HAEYVDIYS
nicky jam;Fénix;With You Tonight (Hasta El Amanecer);46;208973;2GICtNjlmq5w1XIQ9s0D9y
nicky jam;X (Spanglish Version);X - Spanglish Version;45;172128;7lRp0mTu0oAaN3avFuouoQ
sade;Lovers Rock;By Your Side;70;274933;7H3ojI1BsVy0dEJENqMt1k
sade;The Best of Sade;Smooth Operator - Single Version;70;258693;1Hv1VTm8zeOeybub15mA2R
sade;Love Deluxe;No Ordinary Love;67;440466;1oaaSrDJimABpOdCEbw2DJ
sade;The Best of Sade;Kiss of Life;66;251333;65krtHkaYLPr0mEbjL61UP
sade;Diamond Life;Your Love Is King;65;219426;1j2LuIf7mv15ZVug1Xy5qz
sade;Promise;The Sweetest Taboo;64;277373;0sKfhhj6hYyJIXnTiZV9vf
sade;The Ultimate Collection;Smooth Operator - Remastered;63;256146;28XDE6yXI6Bp4U3nLSGqzp
sade;The Best of Sade;Hang on to Your Love;62;270466;6KIS5YIZAyeiFNx1aE1OhY
sade;The Best of Sade;Paradise;62;217466;4tReFKumS5bcFahdXDiM1b
sade;Love Deluxe;Cherish the Day;60;332133;22QiTJqDn1BIRSh4mkNJ5w
sade;Diamond Life;Smooth Operator;56;298893;7pLuEMFougkSHXrPBtNxTR
krissy & ericka;Twelve: Fifty One (International Version);12:51;64;246280;1FHCU1rDAeaPsBW9byjJ0Q
matt maher;All The People Said Amen;Lord, I Need You;64;205666;4EHWldZTas5KUyFtT0rQlY
qveen herby;EP 8;Sugar Daddy;64;203809;2ViSWfhT0kvEulXA1HH7Wk
little simz;GREY Area;Venom;64;154749;3A0ITFj6kbb9CggwtPe55f
james gang;Rides Again;Funk #49;64;246293;5h6SovHOYpIMlAkafxcbq3
them;The Essential Van Morrison;Gloria (feat. Van Morrison) - Stereo Version;64;156800;1DKyFVzIh1oa1fFnEmTkIl
jeremy passion;For More Than a Feeling;Lemonade - Ukulele Version;64;181504;5nJzWhlrBfn3cfDLlaAgAO
iithe1st;Antisocial;Antisocial;64;122553;57u3aZ3wDng54JbmWtM1ZL
alex cruz;Crazy;Crazy;64;232733;3dSufNX8zV2Dz6vmxcQW2w
f.r. david;Words;Words - Original Version 1983;73;209013;1HPJOoIVdUPuaebxzMrVaD
f.r. david;Words (Remix 2020);Words (Remix 2020);55;199678;5zAQ0EVwLhDESwDgoFtuLe
poolside;Pacific Standard Time;Harvest Moon;64;368783;35U4PXL3W3XIkAjEUdhr36
patrice rushen;Straight From The Heart;Forget Me Nots - Remastered;64;284506;4UQH52FfgGpzDShKDbBvEA
dan stevens;Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition);Evermore;64;194541;3Yn97I3qIj7Px0Bi4rkD2q
robin hustin;Light It Up;Light It Up;64;185390;6ibayfvVOby1NSKJFohtZp
graves;Blame (Tim Gunter Remix);Blame (Tim Gunter Remix);64;193714;4wzHOPBchA7Ab5wOmBHkiO
cher lloyd;None Of My Business;None Of My Business;64;184004;2SPEg45ZaUFJCg9GwNmRvw
sohodolls;Ribbed Music for the Numb Generation;Bang Bang Bang Bang;64;181640;0WTCo2nNtSRCrGCiQuZO8d
sohodolls;Bang Bang Bang Bang 2021;Bang Bang Bang Bang - Remastered 2021;64;168339;4Dku5HwdwweHyc9LrOL4AB
teen suicide;dc snuff film / waste yrself;haunt me (x 3);72;165671;1QUMpZT7HG6sO3RiBu1LAJ
teen suicide;i will be my own hell because there is a devil inside my body;no, the moon;56;152169;5ZGzNhBC1sEtYtQ1b6Cy53
shrimp;this body means nothing to me;this body means nothing to me;64;131437;2zQQai9nqofvLZ703t0Jxi
every avenue;Picture Perfect;Tell Me I'm A Wreck;64;219973;203zTFd1zbfG0fiOG9OREv
jane good;The One;The One;64;125347;2hT9vWmKp6uduKzmalqeMA
saco;Take Me Home;Take Me Home;65;171578;4Mg3YzlEp93OhGQol4VqXL
saco;Gotta Give Me;Gotta Give Me;63;199016;2WCcNcnj6YIiKTNMmQiBKI
therapie taxi;Hit Sale;Hit Sale (feat. Roméo Elvis);64;184400;3yndKI4zWEyC36BQYrdKBA
zwette;Go Solo (feat. Tom Rosenthal);Go Solo (feat. Tom Rosenthal);64;192893;6vhOyWiOnO7EzxnXBllmkQ
soul asylum;Grave Dancers Union (2022 Remaster);Runaway Train (2022 Remaster);72;266560;3TW48DvQ7ChwY1Yy1tkMaP
soul asylum;Black Gold: The Best Of Soul Asylum;Runaway Train;56;266066;3Ib3SJV8ZXuLvDiDb2w1As
otherwise;Soldiers;Soldiers;64;241848;1iWgFnhR0oW5Mup8yXDAPW
trustcompany;The Lonely Position Of Neutral;Downfall;64;191373;76xddM2irVQCbuBoVbaElZ
geto boys;We Can't Be Stopped;Mind Playing Tricks on Me;67;308733;63BokRfXSQhEU6Qi2dSJpZ
geto boys;Uncut Dope;Damn It Feels Good to Be a Gangsta;61;310600;0HOqINudNgQFpg1le5Hnqe
fugazi;13 Songs;Waiting Room;65;173266;2DBlfjL5chsdeULzhTp5K8
fugazi;Instrument Soundtrack;I'm So Tired;63;118933;6JgHKt0WwdwlXIht6M0mqa
kanika kapoor;Oo Bolega Ya Oo Oo Bolega (From "Pushpa The Rise Part - 01");Oo Bolega Ya Oo Oo Bolega (From "Pushpa The Rise Part - 01");64;226313;4oglYe270D9yn6Gc0JWc03
lehmber hussainpuri;Tanu Weds Manu;Sadi Gali;64;264900;1tEto4JrqNmBZFH5uAiYqb
poorvesh dave;LoFi Songs;Woh Lamhe Woh Baatein - LoFi;64;141955;5nm8oiPHEZTdFjFPiZakje
vampire weekend;Vampire Weekend;Campus;64;176466;5dUFfk2cwD8GiJPS03mYN0
princess chelsea;Lil' Golden Book;Cigarette Duet;64;260013;5zZt5BzzSrUXwytlRatvc2
charlie burg;Live in Peter's Attic;I Don't Wanna Be Okay Without You;70;243796;5HKv1sFHbXgmXBih203HxT
charlie burg;PlantedInMyMind.Memo;PlantedInMyMind.Memo;58;89072;4osxJNBTFLCMUhXThxGClU
ollie mn;Songs from the Swamp;Please Never Fall in Love Again;64;154000;42H6GeQfrBkT3vTUTdpB1M
j boog;Backyard Boogie;Let's Do It Again;64;192177;4TBtGrMgUYH7D5Tf5HLvyz
winner;FATE NUMBER FOR;REALLY REALLY;64;203056;4iJyTp1KwCeBKhf7h0SwsD
dreamcatcher;[Dystopia : Lose Myself];BOCA;64;189546;37Ctz6MOHM2thzNIOMo7Z0
davichi;Descendants Of The Sun Pt.3 (Original Television Soundtrack);This Love;64;225171;1mh5s6XJ3RLJBRPErACsHW
g-dragon;One of a Kind;Without You (Feat. ROSE);64;242677;3V375E3xldRPEEcIKiw83l
randy;Romances;23 (With Ape Drums);64;167504;1G7vCwBCxeTe8fB0EGMDdq
farhan akhtar;Zindagi Na Milegi Dobara;Senorita;64;229575;3TAhWtQnpoL5Vl9VQPl9fU
soham naik;Raanjhana Ve;Raanjhana Ve;64;283195;5cH3LTsDSGNdHMwWsY7gJ6
baani sandhu;8 Parche;8 Parche;64;210000;42ETKyApzUl8hTtytFAjen
aditya yadav;Deewane Hum Nahi (Version 1.0);Deewane Hum Nahi - Version 1.0;64;230000;4eK9eFdt832EyvTvACULdr
dino james;Dooriyan (feat. Kaprila);Dooriyan (feat. Kaprila);64;215217;4nKc9yiwXWlEByq1oMfHU6
uzair jaswal;Ek Paheli Leela;Tere Bin Nahi Laage (Male Version);64;222396;3u947zydbp5jVgVNlaRgv4
chitharth;Santhosh Subramaniyam (Original Motion Picture Soundtrack);Adada Adada;64;245629;43zT3oDEP3I5FiZWugfqCZ
deorro;Good Evening;Five More Hours;70;211975;3MOECVkNshqHYTPt5DZcdN
deorro;Five More Hours;Five More Hours;67;211975;6YwLgicpvVuMt1eE2OldwQ
deorro;Five Hours;Five Hours;61;326887;6r7FXNO57mlZCBY6PXcZZT
deorro;Bailar (feat. Pitbull & Elvis Crespo);Bailar (feat. Pitbull & Elvis Crespo);58;160304;1A5yplwEk6cJbAL63L6bkp
shocking blue;At Home;Venus;64;187533;0Z3xhSOhrawLV81YdiDiiJ
3oh!3;WANT (Deluxe);STARSTRUKK (feat. Katy Perry);65;202666;1hBM2D1ULT3aeKuddSwPsK
3oh!3;Dirty Mind;Dirty Mind;63;197601;0R97k5AJy1udJI6mGV82FJ
dirty heads;Vacation;Vacation;66;209721;7cdy4PbCdDZZNjyxoZyE0c
dirty heads;SWIM TEAM;Vacation;62;209721;7lgvGRC1gN0JGgY9VGXsQT
damian marley;Stony Hill;Medication;64;222466;2WQKHNETUytUGsD32TTNeO
the shirelles;Remember When;Will You Love Me Tomorrow;64;160864;25IiJu0DjOqsnQXgNHWp5i
the girl next door;ON TOP;ON TOP;64;131684;72j1jY006wieT3AdwLdLFl
sérgio mendes;Timeless;Mas Que Nada;64;262840;6U7GUjtamt2P0LcFod1dBT
ber;Meant To Be;Meant To Be;64;163226;0wxGIpOZbDR4RGy1sh3XhR
glen hansard;Music From The Motion Picture Once;Falling Slowly;64;244133;6EIVLz5xM1xE29r0OmIkWt
modal colours;Sonder;Sonder;65;181500;6c0Srq5sb8Bvh2SckSv9gy
modal colours;Moment To Moment;Moment To Moment;63;155202;4vOHJJO8fJudz8JVVG9av6
drone;Healing Alpha Sinus;Mystical - Alpha Sinus 54,8hz - 57,3 hz;64;235894;7zO8xgWtAGQpAKEG9n48Yb
elmer loyd;Answers;Answers;64;178000;2iOKDbXoqcTENod90jSmcH
judi khan;Drži me;Drži me;64;206124;2y5P7MecKp333IMNuKeOP7
juno reed;Patiently;Patiently;64;179787;5oHQkijiGG8oxR1FlyfNE1
boreal embla;Sineway;Sineway;64;141137;5BuUke8soY1IIEeJK4eNkk
boreal embla;Mellow;Mellow;64;213978;15SJMsBLp7GR8FH9WvamuG
tairata;Mirrors;Mirrors;64;138361;4AxLkuDH6lAh4zfAqnMk1n
jeff birma;Shimmering Above Clouds;Shimmering Above Clouds;64;177399;5qGiDfE4iUmc9ZChUCunTO
caius biel;Beatific;Beatific;64;196112;3ggQqaU6hdn5udlJEGt5Ut
dream flows;Ever So Slightly;If Only I Could Fly;64;107977;5YqXPRA1ErLjJ9UZCJxJyG
jirou soller;Deep breaths;Deep breaths;64;131666;1XhhBtMKmNGM4yfgMZQVxf
penny layn;Butterfly;Butterfly;64;181136;5bKOctkwgdfCktzgabUPne
rosetta arroyo;The Other Side;The Other Side;64;170000;7MRwNia7W4TCMUq1X8JbAU
carligo;The Riddle of Dreams;The Riddle of Dreams;64;147563;5HfIHltHzu31DBzxJwoVQg
dorian;La Ciudad Subterránea;La Tormenta De Arena;64;368360;55DfugJIh1351fCiwO2we2
zombie nation;Kernkraft 400 Single Mixes;Kernkraft 400 - DJ Gius Mix, Radio Edit;64;207266;7g8cjrj0sXScNE727685JE
darude;Before the Storm, Special Edition;Sandstorm;70;225493;6Sy9BUbgFse0n0LPA5lwy5
darude;Before the Storm;Sandstorm;65;225666;3dxDj8pDPlIHCIrUPXuCeG
darude;Surrender (The Remixes);Surrender - Hixxy Remix;57;204906;7qK0mNHVdVbnqt3Prd26Vs
yoasobi;祝福;祝福;76;196235;7ajpbW6tBpqUI9foCtwlLw
yoasobi;THE BOOK;夜に駆ける;75;258838;6MCjmGYlw6mQVWRFVgBRvB
yoasobi;夜に駆ける;夜に駆ける;74;261013;3dPtXHP0oXQ4HCWHsOA9js
yoasobi;THE BOOK;群青;74;248026;1zd35Y44Blc1CwwVbW3Qnk
yoasobi;怪物;怪物;71;206000;06XQvnJb53SUYmlWIhUXUi
yoasobi;THE BOOK;たぶん;68;256773;398dL22bDbKbAmiOnPaq7o
yoasobi;好きだ;好きだ;67;217512;7537JfhvVpEqkrY2CIY7zu
yoasobi;たぶん;たぶん;66;258666;62Lv9WcrfzJqhvYDbilJy3
yoasobi;群青;群青;66;248444;0T4AitQuq8IJhWBWuZwkFA
yoasobi;THE BOOK;アンコール;66;271440;465JzFiajJO59sUrDFsxdC
yoasobi;THE BOOK 2;怪物;65;205480;2vjY3jGKElvqXoaGNEuYef
yoasobi;あの夢をなぞって;あの夢をなぞって;65;242666;4BE1OloRc9xwjyqA4wFFuN
yoasobi;THE BOOK;あの夢をなぞって;65;240746;5ptl2PXkiSth54HCuGO7vN
yoasobi;ミスター;ミスター;65;187000;2YbNZLoiREBYZo4HeKB8Np
yoasobi;優しい彗星;優しい彗星;64;215333;19fhOFi6pNGeZe5uiFlm7c
yoasobi;三原色;三原色;64;224066;3FUCuf498nFHJXFYR1V9Bd
yoasobi;もう少しだけ;もう少しだけ;63;220200;2pXmohBUnD5Li93sgpbPSg
yoasobi;ハルジオン;ハルジオン;62;198000;7HneEBTvTra2CRYsxgMOAi
yoasobi;THE BOOK;ハルジオン;62;198600;08YwAPnX8sygJUXG9rvhDv
yoasobi;ラブレター;ラブレター;62;212400;185Wm4Mx09dQG0fUktklDm
yoasobi;THE BOOK;ハルカ;62;243613;5D9MPWdY2hjSeTIGE5n5kv
yoasobi;ハルカ;ハルカ;61;243613;6wKmxUeMJAoz2GpMrw95z5
yoasobi;Into the Night;Into The Night;60;262153;0JyJVPi4IBCgj2wTRKb0yN
yoasobi;ツバメ (feat. ミドリーズ);ツバメ (feat. ミドリーズ);60;217429;0yzX8MYYJHw7A3PLvgEc7e
yoasobi;THE BOOK 2;Romance;58;166426;0dSPApaBoWn6SA4GKWq9QK
yoasobi;THE BOOK 2;もしも命が描けたら;57;201626;5WYTSyhKonzQZ3hu14LNr6
yoasobi;E-SIDE;Into The Night;57;259661;2vwzbB62VEfzCARNu9Nrrm
yoasobi;THE BOOK 2;三原色;57;220253;2F9iSs6DypVQu26t5uaeFM
yoasobi;THE BOOK 2;優しい彗星;57;213240;5MUb136to9lnJLfIy5FZKI
yoasobi;Monster;Monster;56;205000;7M9lc2hHXKQobbHQ31Yg2v
yoasobi;もしも命が描けたら;もしも命が描けたら;52;201626;4RKXTsCXXXl9G06CqqJCBo
roop kumar rathod;Rab Ne Bana Di Jodi (Original);Tujh Mein Rab Dikhta Hai;71;281573;2LcXJP95e4HKydTZ2mYfrx
roop kumar rathod;Anwar;Maula Mere Maula;65;364329;4CGBTtlrjZj7ydpV52cgB4
roop kumar rathod;Musical Voice of Roop Kumar Rathod;To Chalun (From "Border");63;458693;5z36JzylwsiLGZ3JrtUEE6
roop kumar rathod;LoFi Songs;Maula Mere Maula - LoFi;56;160308;3iOcbCxe0jW1XrlFb0rvj2
janis joplin;Pearl (Legacy Edition);Me and Bobby McGee;70;271333;1IqFh00G2kvvMm8pRMpehA
janis joplin;Pearl (Legacy Edition);Cry Baby;63;238600;3L60Vu9qmY6fg2QroRIxgi
janis joplin;I Got Dem Ol' Kozmic Blues Again Mama!;Maybe;58;219133;0xGSeBsG4V8Scc5YqpZQ66
finger eleven;Them Vs. You Vs. Me (Deluxe Edition);Paralyzer;75;208106;28IEbk5a7twNTbUEvWslUb
finger eleven;Life Turns Electric (BonusTrack Version);Living In A Dream;59;184773;2HaUEu0wAO5AOT0UB3i0LO
finger eleven;The Punisher: The Album;Slow Chemical;57;198360;2h5Kce0Vt3PWgMYkYuUL3E
judas priest;British Steel;Breaking the Law;72;153840;2RaA6kIcvomt77qlIgGhCT
judas priest;Painkiller;Painkiller;68;365826;0L7zm6afBEtrNKo6C6Gj08
judas priest;Screaming For Vengeance (Expanded Edition);You've Got Another Thing Coming;67;310080;4f3RDq9nYPBeR1yMSgnmBm
judas priest;British Steel;Living After Midnight;64;210133;0IXpUl1fn2QZcBavfuq0H4
judas priest;Stained Class;Beyond the Realms of Death;56;409800;3Rtv6zRNKpeSygXoaF9kCm
judas priest;Angel Of Retribution;Angel;55;264200;0HSqXHUdHUbDjWxYIClohv
ashley kutcher;One Eighty;Love You From a Distance;70;204000;4bpyaPa1xruVgE2GtsYbIW
ashley kutcher;Love You More;Love You More;62;169765;6yaskcE6j8qsypsSxMSaeL
